date,temperature,rainfall,solar_radiation,wind_speed,state
2018-07-30,27.2,6.6,21.01,25.2,Maharashtra
2018-07-31,27.0,4.4,19.78,25.7,Maharashtra
2018-08-01,26.8,7.0,20.08,26.1,Maharashtra
2018-08-02,26.9,4.2,19.18,24.1,Maharashtra
2018-08-03,26.5,6.8,14.08,25.6,Maharashtra
2018-08-04,25.8,16.3,9.21,26.5,Maharashtra
2018-08-05,26.6,4.7,20.06,27.9,Maharashtra
2018-08-06,26.6,6.4,18.93,30.1,Maharashtra
2018-08-07,26.7,6.0,17.93,28.6,Maharashtra
2018-08-08,26.6,5.7,10.58,26.5,Maharashtra
2018-08-09,26.0,8.4,9.71,26.1,Maharashtra
2018-08-10,26.2,7.7,16.16,23.3,Maharashtra
2018-08-11,26.3,7.4,15.25,27.6,Maharashtra
2018-08-12,26.2,9.4,14.22,31.0,Maharashtra
2018-08-13,26.5,8.1,16.14,30.0,Maharashtra
2018-08-14,26.6,5.9,18.13,28.5,Maharashtra
2018-08-15,26.5,7.0,15.81,26.3,Maharashtra
2018-08-16,25.9,15.1,5.85,27.3,Maharashtra
2018-08-17,25.9,17.7,6.36,31.3,Maharashtra
2018-08-18,25.6,11.9,8.38,24.5,Maharashtra
2018-08-19,26.1,6.6,14.19,23.9,Maharashtra
2018-08-20,25.6,17.6,6.97,22.6,Maharashtra
2018-08-21,25.0,28.5,5.73,22.2,Maharashtra
2018-08-22,25.2,20.8,7.36,23.2,Maharashtra
2018-08-23,26.2,4.9,18.63,24.6,Maharashtra
2018-08-24,26.0,6.0,18.67,23.7,Maharashtra
2018-08-25,25.8,10.6,18.22,27.2,Maharashtra
2018-08-26,25.7,11.4,17.14,27.9,Maharashtra
2018-08-27,25.2,8.3,13.21,21.1,Maharashtra
2018-08-28,25.2,4.9,10.53,15.0,Maharashtra
2018-08-29,25.7,5.5,16.09,20.4,Maharashtra
2018-08-30,25.8,3.7,15.39,18.4,Maharashtra
2018-08-31,26.1,4.6,17.16,20.0,Maharashtra
2018-09-01,25.6,6.4,14.51,20.6,Maharashtra
2018-09-02,26.2,7.4,17.79,25.3,Maharashtra
2018-09-03,26.1,5.4,18.75,21.7,Maharashtra
2018-09-04,26.0,4.5,17.36,22.5,Maharashtra
2018-09-05,26.1,2.9,20.89,20.5,Maharashtra
2018-09-06,26.1,2.0,19.31,18.0,Maharashtra
2018-09-07,25.9,2.2,19.76,17.4,Maharashtra
2018-09-08,25.8,2.9,20.48,17.7,Maharashtra
2018-09-09,25.8,3.1,21.94,18.4,Maharashtra
2018-09-10,26.0,1.2,21.39,15.2,Maharashtra
2018-09-11,25.8,0.9,21.09,17.3,Maharashtra
2018-09-12,25.8,1.5,21.42,16.1,Maharashtra
2018-09-13,25.8,2.0,17.48,13.5,Maharashtra
2018-09-14,25.9,3.5,16.71,14.5,Maharashtra
2018-09-15,26.2,3.0,17.49,13.0,Maharashtra
2018-09-16,26.5,2.3,21.39,17.6,Maharashtra
2018-09-17,26.4,0.7,21.5,17.6,Maharashtra
2018-09-18,26.2,1.9,20.65,15.7,Maharashtra
2018-09-19,26.0,7.5,16.24,13.8,Maharashtra
2018-09-20,27.0,6.3,17.93,20.4,Maharashtra
2018-09-21,27.2,4.7,17.29,19.7,Maharashtra
2018-09-22,27.5,2.1,16.81,21.7,Maharashtra
2018-09-23,27.0,1.6,11.96,16.5,Maharashtra
2018-09-24,26.8,2.7,17.96,14.5,Maharashtra
2018-09-25,26.8,0.0,21.47,16.8,Maharashtra
2018-09-26,27.1,0.0,22.13,18.6,Maharashtra
2018-09-27,28.2,0.1,21.09,14.8,Maharashtra
2018-09-28,28.3,6.3,14.89,8.8,Maharashtra
2018-09-29,28.7,0.0,16.46,15.0,Maharashtra
2018-09-30,29.2,0.0,20.15,12.4,Maharashtra
2018-10-01,29.1,0.0,20.84,11.8,Maharashtra
2018-10-02,29.4,0.1,20.72,12.2,Maharashtra
2018-10-03,28.9,1.5,21.2,12.9,Maharashtra
2018-10-04,29.3,0.2,19.26,10.7,Maharashtra
2018-10-05,29.5,0.8,20.06,11.8,Maharashtra
2018-10-06,29.6,0.0,21.26,13.6,Maharashtra
2018-10-07,29.6,0.0,21.54,14.1,Maharashtra
2018-10-08,29.1,0.0,20.5,13.7,Maharashtra
2018-10-09,28.7,1.5,20.03,17.6,Maharashtra
2018-10-10,28.6,0.7,20.67,17.7,Maharashtra
2018-10-11,28.6,0.0,21.28,17.4,Maharashtra
2018-10-12,28.6,0.0,20.7,15.1,Maharashtra
2018-10-13,29.4,0.0,20.66,15.3,Maharashtra
2018-10-14,28.5,0.0,21.26,16.1,Maharashtra
2018-10-15,28.5,0.0,21.16,15.7,Maharashtra
2018-10-16,28.4,0.0,20.67,14.2,Maharashtra
2018-10-17,27.8,6.8,18.52,14.5,Maharashtra
2018-10-18,27.5,0.3,13.11,14.3,Maharashtra
2018-10-19,28.6,0.0,19.25,15.6,Maharashtra
2018-10-20,29.0,0.0,20.19,11.9,Maharashtra
2018-10-21,28.7,0.0,19.9,14.8,Maharashtra
2018-10-22,29.0,0.0,19.95,13.5,Maharashtra
2018-10-23,28.7,0.0,20.96,18.3,Maharashtra
2018-10-24,27.9,0.0,20.94,18.6,Maharashtra
2018-10-25,28.5,0.0,19.92,17.3,Maharashtra
2018-10-26,29.1,0.0,17.62,18.9,Maharashtra
2018-10-27,28.7,0.0,19.17,17.5,Maharashtra
2018-10-28,28.5,0.0,20.3,20.0,Maharashtra
2018-10-29,28.5,0.0,20.58,22.8,Maharashtra
2018-10-30,27.7,0.0,20.63,18.6,Maharashtra
2018-10-31,27.2,0.0,20.22,19.8,Maharashtra
2018-11-01,27.7,0.0,19.28,22.8,Maharashtra
2018-11-02,28.6,0.0,19.35,15.6,Maharashtra
2018-11-03,28.4,0.0,17.71,13.4,Maharashtra
2018-11-04,29.0,0.0,17.89,16.4,Maharashtra
2018-11-05,28.9,0.5,16.94,12.6,Maharashtra
2018-11-06,29.5,0.0,17.18,18.3,Maharashtra
2018-11-07,29.2,0.0,19.16,20.0,Maharashtra
2018-11-08,27.0,0.0,19.27,17.1,Maharashtra
2018-11-09,27.9,0.0,19.01,16.0,Maharashtra
2018-11-10,28.0,0.0,19.17,17.5,Maharashtra
2018-11-11,27.3,0.0,19.08,16.9,Maharashtra
2018-11-12,26.6,0.0,19.13,17.0,Maharashtra
2018-11-13,26.1,0.0,18.98,15.3,Maharashtra
2018-11-14,25.6,0.0,18.53,19.4,Maharashtra
2018-11-15,26.6,0.0,18.8,17.9,Maharashtra
2018-11-16,27.0,0.0,18.84,20.1,Maharashtra
2018-11-17,26.4,0.0,18.73,16.3,Maharashtra
2018-11-18,26.4,0.0,18.09,18.3,Maharashtra
2018-11-19,26.9,0.0,17.65,15.9,Maharashtra
2018-11-20,27.4,0.0,17.36,14.5,Maharashtra
2018-11-21,27.7,0.0,17.46,16.4,Maharashtra
2018-11-22,28.5,0.0,17.16,18.8,Maharashtra
2018-11-23,28.1,0.0,17.72,18.8,Maharashtra
2018-11-24,27.3,0.0,17.78,17.6,Maharashtra
2018-11-25,26.6,0.0,17.58,15.9,Maharashtra
2018-11-26,26.6,0.0,17.33,16.0,Maharashtra
2018-11-27,26.6,0.0,17.71,15.1,Maharashtra
2018-11-28,26.4,0.0,17.82,14.3,Maharashtra
2018-11-29,25.6,0.0,17.65,14.4,Maharashtra
2018-11-30,25.8,0.0,17.65,15.8,Maharashtra
2018-12-01,25.2,0.0,15.33,13.4,Maharashtra
2018-12-02,24.7,0.0,15.79,14.3,Maharashtra
2018-12-03,24.8,0.0,14.57,13.4,Maharashtra
2018-12-04,25.9,0.0,14.81,13.4,Maharashtra
2018-12-05,25.8,0.0,16.94,14.8,Maharashtra
2018-12-06,25.5,0.0,17.1,17.6,Maharashtra
2018-12-07,25.0,0.0,16.74,17.7,Maharashtra
2018-12-08,25.3,0.0,16.9,17.1,Maharashtra
2018-12-09,24.0,0.0,17.17,19.6,Maharashtra
2018-12-10,23.2,0.0,17.28,20.2,Maharashtra
2018-12-11,23.3,0.0,17.08,19.6,Maharashtra
2018-12-12,23.8,0.0,16.32,17.6,Maharashtra
2018-12-13,24.3,0.0,16.91,28.0,Maharashtra
2018-12-14,25.5,0.0,15.71,21.2,Maharashtra
2018-12-15,26.1,0.0,14.38,19.0,Maharashtra
2018-12-16,25.5,0.0,16.38,20.2,Maharashtra
2018-12-17,23.3,0.0,16.84,21.9,Maharashtra
2018-12-18,23.4,0.0,16.69,20.6,Maharashtra
2018-12-19,22.3,0.0,17.34,16.2,Maharashtra
2018-12-20,22.1,0.0,17.37,14.8,Maharashtra
2018-12-21,22.8,0.0,17.03,12.8,Maharashtra
2018-12-22,23.5,0.0,16.94,14.6,Maharashtra
2018-12-23,23.6,0.0,16.59,16.3,Maharashtra
2018-12-24,24.2,0.0,14.64,16.6,Maharashtra
2018-12-25,24.1,0.0,16.6,15.9,Maharashtra
2018-12-26,23.1,0.0,16.28,22.7,Maharashtra
2018-12-27,21.9,0.0,17.94,18.5,Maharashtra
2018-12-28,21.6,0.0,17.89,19.3,Maharashtra
2018-12-29,22.1,0.0,17.66,17.9,Maharashtra
2018-12-30,22.0,0.0,17.54,14.6,Maharashtra
2018-12-31,22.0,0.0,17.19,13.9,Maharashtra
2019-01-01,21.6,0.0,16.71,13.9,Maharashtra
2019-01-02,22.4,0.0,17.62,17.9,Maharashtra
2019-01-03,21.7,0.0,17.52,13.0,Maharashtra
2019-01-04,21.8,0.0,17.66,16.3,Maharashtra
2019-01-05,22.2,0.0,17.65,15.6,Maharashtra
2019-01-06,22.4,0.0,17.85,23.7,Maharashtra
2019-01-07,23.2,0.0,17.77,20.3,Maharashtra
2019-01-08,22.2,0.0,17.91,17.1,Maharashtra
2019-01-09,20.7,0.0,18.15,16.8,Maharashtra
2019-01-10,21.6,0.0,17.99,14.5,Maharashtra
2019-01-11,21.8,0.0,17.96,16.3,Maharashtra
2019-01-12,21.3,0.0,18.09,17.1,Maharashtra
2019-01-13,21.6,0.0,18.3,19.6,Maharashtra
2019-01-14,22.9,0.0,17.96,18.7,Maharashtra
2019-01-15,23.8,0.0,17.92,18.1,Maharashtra
2019-01-16,23.6,0.0,17.91,15.6,Maharashtra
2019-01-17,23.1,0.0,18.14,17.1,Maharashtra
2019-01-18,22.3,0.0,18.43,15.3,Maharashtra
2019-01-19,23.5,0.0,18.29,13.8,Maharashtra
2019-01-20,24.0,0.0,18.36,14.0,Maharashtra
2019-01-21,23.1,0.0,18.4,16.6,Maharashtra
2019-01-22,22.5,0.0,17.85,11.9,Maharashtra
2019-01-23,22.0,0.2,17.55,22.4,Maharashtra
2019-01-24,21.3,0.0,18.84,22.9,Maharashtra
2019-01-25,21.2,0.0,19.47,26.7,Maharashtra
2019-01-26,21.4,0.0,19.18,27.4,Maharashtra
2019-01-27,22.7,0.0,19.03,27.4,Maharashtra
2019-01-28,22.6,0.0,19.33,22.5,Maharashtra
2019-01-29,22.7,0.0,19.52,19.7,Maharashtra
2019-01-30,21.9,0.0,19.57,14.7,Maharashtra
2019-01-31,21.8,0.0,19.44,16.6,Maharashtra
2019-02-01,22.0,0.0,19.41,17.3,Maharashtra
2019-02-02,22.0,0.0,19.36,22.0,Maharashtra
2019-02-03,22.5,0.0,17.41,15.6,Maharashtra
2019-02-04,23.9,0.0,19.44,18.4,Maharashtra
2019-02-05,23.6,0.0,19.75,18.0,Maharashtra
2019-02-06,22.9,0.0,19.88,19.6,Maharashtra
2019-02-07,21.6,0.0,19.88,22.1,Maharashtra
2019-02-08,19.5,0.0,20.74,24.6,Maharashtra
2019-02-09,20.3,0.0,21.68,23.2,Maharashtra
2019-02-10,20.7,0.0,21.38,13.8,Maharashtra
2019-02-11,23.2,0.0,20.97,15.1,Maharashtra
2019-02-12,25.5,0.0,20.17,10.9,Maharashtra
2019-02-13,24.9,0.0,19.63,21.5,Maharashtra
2019-02-14,24.2,0.0,20.75,22.9,Maharashtra
2019-02-15,23.1,0.0,21.22,19.4,Maharashtra
2019-02-16,21.7,0.0,21.66,19.9,Maharashtra
2019-02-17,21.8,0.0,21.68,18.7,Maharashtra
2019-02-18,22.5,0.0,21.55,19.2,Maharashtra
2019-02-19,23.1,0.0,21.65,19.6,Maharashtra
2019-02-20,23.6,0.0,21.56,14.8,Maharashtra
2019-02-21,23.9,0.0,21.04,23.7,Maharashtra
2019-02-22,25.1,0.0,21.42,20.5,Maharashtra
2019-02-23,26.2,0.0,21.75,18.4,Maharashtra
2019-02-24,25.3,0.0,22.09,26.6,Maharashtra
2019-02-25,24.3,0.0,22.22,21.9,Maharashtra
2019-02-26,24.5,0.0,22.31,19.7,Maharashtra
2019-02-27,23.0,0.0,22.45,17.4,Maharashtra
2019-02-28,23.6,0.0,22.53,23.4,Maharashtra
2019-03-01,23.2,0.0,22.59,18.0,Maharashtra
2019-03-02,24.1,0.0,22.62,16.5,Maharashtra
2019-03-03,23.9,0.0,20.92,16.1,Maharashtra
2019-03-04,23.7,0.0,20.71,18.2,Maharashtra
2019-03-05,23.8,0.0,22.67,16.3,Maharashtra
2019-03-06,23.1,0.0,23.04,20.5,Maharashtra
2019-03-07,23.2,0.0,23.32,22.1,Maharashtra
2019-03-08,24.4,0.0,22.96,22.7,Maharashtra
2019-03-09,25.6,0.0,23.04,21.5,Maharashtra
2019-03-10,25.2,0.0,23.37,18.9,Maharashtra
2019-03-11,24.4,0.0,22.65,22.0,Maharashtra
2019-03-12,24.2,0.0,22.94,17.9,Maharashtra
2019-03-13,24.1,0.0,23.07,21.2,Maharashtra
2019-03-14,24.3,0.0,23.54,24.8,Maharashtra
2019-03-15,25.9,0.0,23.99,22.4,Maharashtra
2019-03-16,25.0,0.0,24.05,18.6,Maharashtra
2019-03-17,24.6,0.0,23.83,16.2,Maharashtra
2019-03-18,25.3,0.0,24.53,19.7,Maharashtra
2019-03-19,25.4,0.0,24.63,20.1,Maharashtra
2019-03-20,24.9,0.0,24.28,22.6,Maharashtra
2019-03-21,24.5,0.0,24.27,18.4,Maharashtra
2019-03-22,24.3,0.0,24.1,21.9,Maharashtra
2019-03-23,26.8,0.0,24.65,21.7,Maharashtra
2019-03-24,28.7,0.0,24.61,22.2,Maharashtra
2019-03-25,29.0,0.0,24.58,24.4,Maharashtra
2019-03-26,28.9,0.0,25.06,21.3,Maharashtra
2019-03-27,26.9,0.0,25.01,18.2,Maharashtra
2019-03-28,26.2,0.0,24.99,20.7,Maharashtra
2019-03-29,27.2,0.0,24.53,21.9,Maharashtra
2019-03-30,26.9,0.0,24.57,19.1,Maharashtra
2019-03-31,27.3,0.0,24.76,16.8,Maharashtra
2019-04-01,26.4,0.0,25.44,16.5,Maharashtra
2019-04-02,25.9,0.0,25.27,17.7,Maharashtra
2019-04-03,26.8,0.0,25.16,21.3,Maharashtra
2019-04-04,27.1,0.0,24.45,23.4,Maharashtra
2019-04-05,27.3,0.0,24.65,16.0,Maharashtra
2019-04-06,27.1,0.0,24.82,19.1,Maharashtra
2019-04-07,27.1,0.0,25.29,18.0,Maharashtra
2019-04-08,27.1,0.0,25.33,18.3,Maharashtra
2019-04-09,27.3,0.0,25.26,16.2,Maharashtra
2019-04-10,27.2,0.0,25.23,19.5,Maharashtra
2019-04-11,27.7,0.0,25.02,17.6,Maharashtra
2019-04-12,28.0,0.0,25.26,21.3,Maharashtra
2019-04-13,28.8,0.0,24.99,26.5,Maharashtra
2019-04-14,28.8,0.0,24.25,20.5,Maharashtra
2019-04-15,29.2,0.0,23.73,17.4,Maharashtra
2019-04-16,28.6,0.0,22.9,15.5,Maharashtra
2019-04-17,27.7,0.2,26.31,21.4,Maharashtra
2019-04-18,27.1,0.0,25.61,27.2,Maharashtra
2019-04-19,28.0,0.0,26.31,24.8,Maharashtra
2019-04-20,27.4,0.0,26.37,17.6,Maharashtra
2019-04-21,27.6,0.0,26.2,16.7,Maharashtra
2019-04-22,27.7,0.0,26.01,19.0,Maharashtra
2019-04-23,27.9,0.0,25.43,22.9,Maharashtra
2019-04-24,28.1,0.0,25.15,28.3,Maharashtra
2019-04-25,28.9,0.0,23.49,26.5,Maharashtra
2019-04-26,29.1,0.0,23.22,27.5,Maharashtra
2019-04-27,30.5,0.0,24.73,25.1,Maharashtra
2019-04-28,30.2,0.0,24.09,22.3,Maharashtra
2019-04-29,29.1,0.0,25.32,21.1,Maharashtra
2019-04-30,28.7,0.0,25.5,18.3,Maharashtra
2019-05-01,28.0,0.0,25.52,16.1,Maharashtra
2019-05-02,27.7,0.0,26.19,18.8,Maharashtra
2019-05-03,27.8,0.0,25.51,17.7,Maharashtra
2019-05-04,28.7,0.8,23.36,18.6,Maharashtra
2019-05-05,28.5,0.0,25.58,18.2,Maharashtra
2019-05-06,28.3,0.0,25.73,22.3,Maharashtra
2019-05-07,28.4,0.0,25.35,18.7,Maharashtra
2019-05-08,28.8,0.1,25.14,20.7,Maharashtra
2019-05-09,28.6,0.0,24.9,18.3,Maharashtra
2019-05-10,28.6,0.0,25.02,17.7,Maharashtra
2019-05-11,28.4,0.0,25.7,21.1,Maharashtra
2019-05-12,28.3,0.0,26.09,19.9,Maharashtra
2019-05-13,28.9,0.0,26.27,20.2,Maharashtra
2019-05-14,28.5,0.0,26.23,20.3,Maharashtra
2019-05-15,28.6,0.0,26.59,21.8,Maharashtra
2019-05-16,28.3,0.0,25.92,21.4,Maharashtra
2019-05-17,28.6,0.0,25.62,24.2,Maharashtra
2019-05-18,29.0,0.0,26.14,24.5,Maharashtra
2019-05-19,29.3,0.0,26.5,25.0,Maharashtra
2019-05-20,29.2,0.0,26.11,26.4,Maharashtra
2019-05-21,29.6,0.0,26.05,22.2,Maharashtra
2019-05-22,29.2,0.0,25.25,22.0,Maharashtra
2019-05-23,29.4,0.0,24.83,22.0,Maharashtra
2019-05-24,29.6,0.0,25.44,22.3,Maharashtra
2019-05-25,29.5,0.0,24.89,18.4,Maharashtra
2019-05-26,29.4,0.0,24.96,18.2,Maharashtra
2019-05-27,29.8,0.0,25.21,22.1,Maharashtra
2019-05-28,29.6,0.0,25.73,19.7,Maharashtra
2019-05-29,29.4,0.0,25.62,20.5,Maharashtra
2019-05-30,29.6,0.0,24.51,18.8,Maharashtra
2019-05-31,29.7,0.0,25.1,19.5,Maharashtra
2019-06-01,30.2,0.1,23.32,17.7,Maharashtra
2019-06-02,30.4,0.0,24.17,18.0,Maharashtra
2019-06-03,30.3,0.0,21.24,20.2,Maharashtra
2019-06-04,30.1,0.7,22.32,18.4,Maharashtra
2019-06-05,30.1,0.3,22.88,21.9,Maharashtra
2019-06-06,30.4,0.0,22.49,18.1,Maharashtra
2019-06-07,30.3,0.3,20.18,18.8,Maharashtra
2019-06-08,30.7,0.1,21.77,20.2,Maharashtra
2019-06-09,30.6,0.3,22.64,17.0,Maharashtra
2019-06-10,30.2,1.1,13.64,16.2,Maharashtra
2019-06-11,30.0,1.6,19.68,19.1,Maharashtra
2019-06-12,27.8,20.3,9.91,38.9,Maharashtra
2019-06-13,27.2,12.9,14.57,35.2,Maharashtra
2019-06-14,27.1,11.1,18.78,30.8,Maharashtra
2019-06-15,27.3,11.7,13.19,30.6,Maharashtra
2019-06-16,27.6,5.6,19.45,29.8,Maharashtra
2019-06-17,27.4,4.7,18.15,26.0,Maharashtra
2019-06-18,27.1,9.1,18.87,28.8,Maharashtra
2019-06-19,27.6,7.8,17.04,23.8,Maharashtra
2019-06-20,28.3,1.9,23.34,14.6,Maharashtra
2019-06-21,28.2,1.3,18.88,15.3,Maharashtra
2019-06-22,28.5,1.4,21.59,16.9,Maharashtra
2019-06-23,28.3,2.5,12.7,13.2,Maharashtra
2019-06-24,27.8,5.8,14.11,12.5,Maharashtra
2019-06-25,28.1,9.0,19.26,13.6,Maharashtra
2019-06-26,27.7,15.3,18.38,20.5,Maharashtra
2019-06-27,27.1,24.1,16.52,19.1,Maharashtra
2019-06-28,26.8,73.1,12.29,24.2,Maharashtra
2019-06-29,26.4,73.6,4.74,24.9,Maharashtra
2019-06-30,26.3,33.4,5.13,16.8,Maharashtra
2019-07-01,26.0,36.6,5.08,15.5,Maharashtra
2019-07-02,26.6,26.3,10.55,18.8,Maharashtra
2019-07-03,26.4,15.2,6.9,17.8,Maharashtra
2019-07-04,26.9,21.5,11.42,21.5,Maharashtra
2019-07-05,26.5,15.9,11.79,24.6,Maharashtra
2019-07-06,26.2,20.2,8.09,25.4,Maharashtra
2019-07-07,26.6,19.6,9.01,26.1,Maharashtra
2019-07-08,26.7,15.3,11.33,24.2,Maharashtra
2019-07-09,26.6,14.0,13.83,27.7,Maharashtra
2019-07-10,26.4,33.0,12.26,27.6,Maharashtra
2019-07-11,26.4,17.4,8.76,23.5,Maharashtra
2019-07-12,26.5,6.2,11.27,26.4,Maharashtra
2019-07-13,26.6,5.0,14.19,19.9,Maharashtra
2019-07-14,26.9,5.6,16.83,19.5,Maharashtra
2019-07-15,27.2,5.1,19.15,22.2,Maharashtra
2019-07-16,26.7,6.4,16.07,17.1,Maharashtra
2019-07-17,26.7,7.4,15.66,16.5,Maharashtra
2019-07-18,27.0,4.1,18.32,14.8,Maharashtra
2019-07-19,27.4,2.4,18.95,14.2,Maharashtra
2019-07-20,27.4,20.1,13.36,13.5,Maharashtra
2019-07-21,27.1,84.9,13.34,14.5,Maharashtra
2019-07-22,27.7,5.1,18.32,19.5,Maharashtra
2019-07-23,27.3,12.5,13.93,33.1,Maharashtra
2019-07-24,26.5,197.7,7.05,31.5,Maharashtra
2019-07-25,26.7,25.6,7.87,20.9,Maharashtra
2019-07-26,26.4,28.4,8.82,23.5,Maharashtra
2019-07-27,26.0,38.2,5.71,26.3,Maharashtra
2019-07-28,26.6,11.3,6.96,26.3,Maharashtra
2019-07-29,25.9,30.6,5.41,27.0,Maharashtra
2019-07-30,25.9,68.6,4.29,30.1,Maharashtra
2019-07-31,26.1,31.8,4.22,28.2,Maharashtra
2019-08-01,26.6,15.7,6.81,27.7,Maharashtra
2019-08-02,26.3,28.3,12.34,31.6,Maharashtra
2019-08-03,25.7,91.9,4.09,33.7,Maharashtra
2019-08-04,26.1,100.3,3.88,34.2,Maharashtra
2019-08-05,25.9,59.2,4.25,28.4,Maharashtra
2019-08-06,26.2,40.6,8.41,29.6,Maharashtra
2019-08-07,26.6,20.5,9.62,31.4,Maharashtra
2019-08-08,26.7,13.6,5.58,33.4,Maharashtra
2019-08-09,26.8,11.9,6.4,36.0,Maharashtra
2019-08-10,26.9,9.6,15.34,38.0,Maharashtra
2019-08-11,26.5,14.0,14.71,33.7,Maharashtra
2019-08-12,26.6,5.3,17.43,21.2,Maharashtra
2019-08-13,26.8,4.2,15.37,18.6,Maharashtra
2019-08-14,26.6,8.2,14.41,17.6,Maharashtra
2019-08-15,26.4,11.6,13.86,21.1,Maharashtra
2019-08-16,26.6,7.4,17.96,23.4,Maharashtra
2019-08-17,26.9,3.5,21.09,21.7,Maharashtra
2019-08-18,26.8,2.4,18.87,17.3,Maharashtra
2019-08-19,26.7,3.3,18.54,15.3,Maharashtra
2019-08-20,26.9,2.3,20.43,15.2,Maharashtra
2019-08-21,26.5,5.0,17.67,14.0,Maharashtra
2019-08-22,26.2,5.3,17.9,14.4,Maharashtra
2019-08-23,26.2,5.7,18.3,15.4,Maharashtra
2019-08-24,26.0,7.2,16.97,14.5,Maharashtra
2019-08-25,26.1,3.3,17.12,14.2,Maharashtra
2019-08-26,26.4,4.6,19.19,17.7,Maharashtra
2019-08-27,26.1,6.5,16.72,19.0,Maharashtra
2019-08-28,26.3,3.9,17.2,19.4,Maharashtra
2019-08-29,26.7,3.8,18.64,19.3,Maharashtra
2019-08-30,26.7,13.1,16.88,15.1,Maharashtra
2019-08-31,26.4,24.1,12.72,18.4,Maharashtra
2019-09-01,26.7,15.7,12.25,20.2,Maharashtra
2019-09-02,26.7,13.2,16.42,19.2,Maharashtra
2019-09-03,26.1,33.0,11.69,18.3,Maharashtra
2019-09-04,25.9,84.3,4.76,22.1,Maharashtra
2019-09-05,26.2,42.4,9.46,26.6,Maharashtra
2019-09-06,26.2,43.7,9.28,24.8,Maharashtra
2019-09-07,26.4,39.8,11.22,23.3,Maharashtra
2019-09-08,26.3,43.8,9.28,24.2,Maharashtra
2019-09-09,26.7,25.2,11.29,22.9,Maharashtra
2019-09-10,26.5,16.8,11.75,21.5,Maharashtra
2019-09-11,26.5,8.2,13.21,17.7,Maharashtra
2019-09-12,26.0,13.7,6.51,18.6,Maharashtra
2019-09-13,25.7,37.2,7.38,18.4,Maharashtra
2019-09-14,26.2,13.0,11.8,17.0,Maharashtra
2019-09-15,26.1,10.4,14.89,16.2,Maharashtra
2019-09-16,26.4,5.7,14.52,17.4,Maharashtra
2019-09-17,26.9,3.7,16.28,18.8,Maharashtra
2019-09-18,26.7,16.5,12.91,18.1,Maharashtra
2019-09-19,26.1,38.9,11.99,13.7,Maharashtra
2019-09-20,26.4,6.3,16.32,24.9,Maharashtra
2019-09-21,26.7,13.0,16.81,32.0,Maharashtra
2019-09-22,26.9,1.1,20.96,26.0,Maharashtra
2019-09-23,27.1,0.9,20.6,15.6,Maharashtra
2019-09-24,27.2,3.5,16.86,20.4,Maharashtra
2019-09-25,26.5,26.5,9.23,13.6,Maharashtra
2019-09-26,26.6,21.0,12.02,22.9,Maharashtra
2019-09-27,26.1,18.0,13.68,26.5,Maharashtra
2019-09-28,26.4,5.4,19.04,23.5,Maharashtra
2019-09-29,26.7,4.4,18.49,24.7,Maharashtra
2019-09-30,26.5,6.8,16.45,16.8,Maharashtra
2019-10-01,26.9,2.0,18.26,13.5,Maharashtra
2019-10-02,27.0,1.0,20.92,14.3,Maharashtra
2019-10-03,27.0,0.4,20.67,15.8,Maharashtra
2019-10-04,27.0,3.5,18.98,12.8,Maharashtra
2019-10-05,27.1,4.3,20.96,14.0,Maharashtra
2019-10-06,27.3,0.5,20.46,9.9,Maharashtra
2019-10-07,27.5,5.0,19.02,15.2,Maharashtra
2019-10-08,28.1,5.8,19.68,14.8,Maharashtra
2019-10-09,27.9,1.7,17.43,13.3,Maharashtra
2019-10-10,28.4,0.0,20.03,12.0,Maharashtra
2019-10-11,28.4,3.7,19.56,13.6,Maharashtra
2019-10-12,27.7,7.3,19.83,14.0,Maharashtra
2019-10-13,27.9,4.1,19.77,13.2,Maharashtra
2019-10-14,28.9,0.0,20.46,15.9,Maharashtra
2019-10-15,28.8,0.0,20.9,17.8,Maharashtra
2019-10-16,28.2,0.0,20.63,15.6,Maharashtra
2019-10-17,28.3,0.0,19.81,16.5,Maharashtra
2019-10-18,27.8,1.1,13.5,9.4,Maharashtra
2019-10-19,25.9,18.4,4.55,10.3,Maharashtra
2019-10-20,25.2,32.4,5.16,12.2,Maharashtra
2019-10-21,26.4,16.2,14.63,10.7,Maharashtra
2019-10-22,26.0,23.8,11.93,12.3,Maharashtra
2019-10-23,25.2,92.5,6.21,8.7,Maharashtra
2019-10-24,26.5,11.9,8.48,11.7,Maharashtra
2019-10-25,26.2,12.4,6.36,22.4,Maharashtra
2019-10-26,25.7,12.9,4.27,20.3,Maharashtra
2019-10-27,26.6,0.2,16.21,14.2,Maharashtra
2019-10-28,26.4,3.6,17.13,13.3,Maharashtra
2019-10-29,27.0,1.6,18.34,9.7,Maharashtra
2019-10-30,27.9,0.4,18.37,9.5,Maharashtra
2019-10-31,28.4,0.6,17.64,12.4,Maharashtra
2019-11-01,27.3,12.8,14.61,19.0,Maharashtra
2019-11-02,26.8,0.3,16.86,17.3,Maharashtra
2019-11-03,26.7,0.0,18.12,10.8,Maharashtra
2019-11-04,26.8,0.0,18.4,17.4,Maharashtra
2019-11-05,27.3,0.1,18.3,14.1,Maharashtra
2019-11-06,26.7,0.0,18.78,16.6,Maharashtra
